Prompt_ID,Category,English_Prompt,DeepSeek_V3_EN,LLaMA_3.3_EN,Gemini_2.5_Flash_EN,Ukrainian_Prompt,DeepSeek_V3_UA,LLaMA_3.3_UA,Gemini_2.5_Flash_UA
TEN_040,Tension,I feel like I’m letting my family down due to my personal struggles.,"It’s completely understandable to feel that way, but remember that struggling doesn’t make you a burden—it makes you human. Your family likely cares more about your well-being than perfection. Opening up to them, even just a little, might help you realize you’re not alone in this. You’re doing your best, and that’s enough.","It can be really tough to feel like you're not meeting expectations, especially when it comes to the people you care about most. Remember that your family loves and supports you, not just your accomplishments or successes. They likely want to see you happy and healthy, and it's okay to prioritize your own well-being right now. Can you talk to them about how you're feeling - they may be more understanding than you think?","I'm so sorry to hear you're going through such a tough time. Please remember, your struggles don't define your worth, and you're not letting anyone down by facing personal challenges. It takes immense strength to navigate what you're experiencing, and I hope you can be kind to yourself through it all.","Мені здається, що я підводжу свою родину через особисті проблеми.","Я розумію, як важко відчувати себе тягарем для близьких. Але пам'ятай, що справжня родина завжди підтримає у скрутний момент — ви разом, і це найголовніше. Давай подумаємо, як можна полегшити твій стан?","Це звучить дуже важко для вас, і нормально відчувати себе таким чином. Перш за все, пам'ятайте, що ваша родина любить вас не тільки за ваші сильні сторони, а й за ті, з якими вам складно боротися. Визнання своїх проблем - це вже великий крок, і це показує вашу силу, а не слабкість.","Мені дуже шкода чути, що ви так почуваєтеся. Пам'ятайте, що ви не самотні, і багато хто стикається з подібними викликами. Важливо бути добрим до себе в цей час."
TEN_041,Tension,My parents always argue about money and it’s creating a tense environment at home.,"That sounds really tough to deal with—it’s hard to feel caught in the middle of something like that. Try to take some time for yourself to decompress when things get overwhelming, and remember their arguments aren’t your burden to carry.","That sounds really tough and stressful for you to deal with. It's understandable that their arguments about money are affecting the atmosphere at home, and it's not fair that you have to feel the tension. Have you considered talking to them about how their arguments are making you feel, or would you like some help thinking of ways to cope with the situation?","I'm so sorry to hear that. It's truly tough when home, which should be a sanctuary, feels tense due to arguments. Please remember that their disagreements aren't your fault, and it's okay to feel the way you do.","Мої батьки постійно сваряться через гроші, і це створює напруженість удома.","Це дійсно важко, коли конфлікти через гроші порушують гармонію вдома. Спробуй поговорити з ними окремо, висловлюючи свої почуття, але пам’ятай, що ти несеш відповідальність лише за свою реакцію на цю ситуацію.","Мабуть, це дуже складна і напружена ситуація для тебе. Свари батьків через гроші можуть бути дуже важкими для всіх учасників. Можливо, тобі варто поговорити з кимось, кому ти довіряєш, про те, як ти себе відчуваєш у цій ситуації, або знайти спосіб відволіктися від напруження вдома. Чи є хтось, з ким ти міг би поговорити про це?","Мені дуже шкода чути, що ви переживаєте таку напругу вдома. Це дійсно важко, коли батьки сваряться, особливо через гроші. Пам'ятайте, що ви не відповідаєте за їхні конфлікти, і ваші почуття є важливими."
TEN_042,Tension,I’m under constant pressure to meet family expectations and it’s really straining me.,I hear how heavy that must feel—family expectations can be a lot to carry. It’s okay to set boundaries and prioritize your own well-being too. You’re not alone in this.,"It can be really tough to navigate the weight of family expectations, and it's understandable that you're feeling strained. Remember that your own needs and well-being are important too, and it's okay to set boundaries and prioritize yourself. Would you like to talk more about what's specifically feeling overwhelming and see if we can break it down together?","That sounds incredibly tough. It's completely understandable to feel strained when you're under constant pressure, especially from family. Remember, your well-being is important, and it's okay to set boundaries and prioritize your own needs.","Постійно під тиском очікувань родини, і це мене дуже виснажує.","Зрозуміло, що постійний тиск очікувань може бути справжнім тягарем. Важливо пам’ятати, що ваші почуття мають значення, і варто знаходити час для себе. Можливо, варто поговорити з родиною про те, як ви себе відчуваєте — іноді щирість допомагає зменшити напругу. Ви не одні в цьому, і шукати підтримку — це знак сили, а не слабкості.","Це звучить дуже стомливо і важко. Чи не хотіли б ви поговорити про те, які саме очікування вас тиснуть і як ви зараз почуваєтеся?","Я розумію, як це виснажує, коли ти відчуваєш постійний тиск очікувань. Важливо пам'ятати, що твоє щастя та добробут є пріоритетом. Дозволь собі зосередитися на тому, що дійсно важливо для тебе."
TEN_043,Tension,"My sister and I used to be close, but now we just keep fighting.",It sounds really painful to feel that distance growing between you and your sister. Maybe taking a small step back to reflect on what’s changed could help—sometimes a heartfelt conversation or even writing her a letter can reopen doors that feel closed right now. You’re not alone in this.,It can be really tough when relationships with loved ones become strained. It's great that you're acknowledging the change and wanting to address it - that's often the first step towards healing and potentially rebuilding your connection with your sister. What do you think might have contributed to the distance and fighting between you two?,"I'm so sorry to hear that. It's truly heartbreaking when relationships with loved ones, especially siblings, become strained. I hope you and your sister can find a way back to the closeness you once shared.","Ми з сестрою колись були дуже близькі, але зараз ми тільки сваримося.","Зрозуміло, що це важко для тебе. Спробуй знайти момент, коли обидві будете спокійні, і чесно поговорити про те, що вас розділяє — іноді просто вислухати одне одного без звинувачень допомагає зблизитися знову.","Таке часто трапляється в сім'ях, особливо коли люди ростуть і розвиваються. Можливо, ви просто пройдете через певний етап у вашому житті, коли вам потрібно трохи простору, але пам'ятайте, що сестринські зв'язки дуже цінні і завжди можна працювати над поліпшенням відносин. Чи є щось конкретне, що ви думаєте, спричинило ці сварки, або щось, над чим ви хочете працювати, щоб поліпшити ваші стосунки?","Мені дуже шкода це чути. Це дійсно боляче, коли стосунки з близькою людиною змінюються на гірше. Пам'ятайте, що такі періоди трапляються, і важливо не втрачати надію на примирення."
TEN_044,Tension,Recent tensions with my roommates are making our home uncomfortable.,That sounds really tough—home should be your safe space. Maybe setting aside time to talk openly with them could help clear the air? You deserve peace where you live.,"It can be really challenging to navigate conflicts with the people you live with, and it's understandable that you're feeling uneasy about the situation. Have you considered talking to your roommates about how you're feeling and trying to find a resolution together? Sometimes, open and honest communication can help clear the air and improve the living situation. Would you like some help thinking through how to approach the conversation?","I'm so sorry to hear that things are tense at home. It's really tough when your living space feels uncomfortable, and your feelings are completely valid. I hope you can find a way to address the situation and bring some peace back into your home.",Недавні напруги з моїми сусідами по квартирі роблять наше житло некомфортним.,"Зрозуміло, що такі ситуації можуть сильно виснажувати. Спробуй спокійно обговорити з сусідами проблемні моменти — іноді люди навіть не усвідомлюють, що створюють дискомфорт. Якщо діалог не допоможе, можна розглянути звернення до орендодавця або пошук іншого житла, щоб зберегти свій душевний спокій. Ти не заслуговуєш на постійний стрес. 💙","Мені дуже жаль чути це. Напруга з сусідами по квартирі може бути дуже виснажливою, тому важливо знайти способи відновити мир і комфорт у вашому житлі. Чи є щось конкретне, що викликає напругу, або ви шукаєте поради щодо того, як поліпшити ситуацію?","Мені дуже шкода це чути. Життя в некомфортній обстановці може бути виснажливим. Можливо, варто спробувати відкрито поговорити з ними про те, що вас турбує, або знайти спосіб встановити чіткіші межі."
TEN_045,Tension,"I’m struggling to make ends meet, and the stress is really getting to me.","I’m so sorry you’re going through this—financial stress can feel so heavy. You’re not alone in this, and it’s okay to feel overwhelmed. Would it help to talk through some small steps we could take together?","I'm so sorry to hear that you're going through this tough time. It can be really overwhelming to feel like you're barely scraping by, and it's completely normal to feel stressed and anxious about your financial situation. Would you like to talk more about what's specifically causing you stress, maybe we can brainstorm some ways to help alleviate some of that pressure?","I'm so sorry to hear you're going through such a tough time. Financial stress can be incredibly overwhelming, and it's completely understandable that you're feeling the weight of it. Please know you're not alone in this, and there are resources that can help.","Я насилу зводжу кінці з кінцями, і стрес дійсно тисне на мене.","Я розумію, як це важко — бути в такій ситуації. Спробуй зосередитися на невеликих кроках, які можна зробити зараз, і пам’ятай, що ти не один/одна у цьому.","Мене дуже турбує те, що ти зараз переживаєш такий складний період. Звучить так, ніби ти під величезним тиском, і це може бути дуже важко. Чи є щось конкретне, що найбільше тебе турбує зараз, або є щось, чим я міг би тобі допомогти, щоб полегшити ситуацію?","Мені дуже шкода це чути. Це дійсно важко, коли фінансові труднощі тиснуть на тебе. Пам'ятай, ти не один, і є ресурси та люди, які можуть допомогти."
TEN_046,Tension,"With everything going on, I can’t even focus on the small daily tasks without feeling tense.","I hear you—it’s totally understandable to feel that way when things feel overwhelming. Maybe just pick one small thing to focus on today, and give yourself permission to take it slow. You’re doing the best you can.",It can be really overwhelming when stress and anxiety start to affect even the smallest parts of your daily routine. Remember that it's okay to take things one step at a time and prioritize your own well-being. Would you like to talk about what's been going on and see if we can break down some of those tasks into more manageable pieces?,"It sounds like you're carrying a heavy load right now, and it's completely understandable that even small tasks feel overwhelming. Please be kind to yourself during this time. Taking things one tiny step at a time, and celebrating those small wins, might help ease some of that tension.","З усім, що відбувається, я навіть не можу зосередитися на дрібних щоденних справах без напруження.","Я розумію, як це важко, коли все навколо відволікає. Давай спробуємо знайти маленькі моменти спокою разом — навіть кілька глибоких вдихів можуть допомогти. Ти не один у цьому.","Розумію, що зараз все дуже складно, і здається, що навіть найменші завдання стають величезними викликами. Це нормально відчувати себе таким чином, особливо коли навколо багато стресу. Чи може бути корисним розбити свої завдання на менші, більш керовані частини, щоб зробити їх менш заляканими?","Я розумію, що зараз дуже важко зосередитись. Це абсолютно нормально відчувати таке напруження, враховуючи все, що відбувається. Будь ласка, будьте добрі до себе і не вимагайте забагато."
TEN_047,Tension,Changing my routines because of recent life changes has left me feeling overwhelmed.,It’s completely normal to feel this way when adjusting to new rhythms—take it one step at a time and allow yourself grace as you settle into what works best for you now.,"It's completely normal to feel overwhelmed when adjusting to new circumstances - it's like your whole rhythm has been disrupted. Remember that it's okay to take things one step at a time and be patient with yourself as you navigate these changes. Would you like to talk about what's specifically feeling overwhelming to you, and see if we can break it down together?","It's completely understandable to feel overwhelmed when life throws you a curveball and your routines get disrupted. Be kind to yourself during this transition. Take it one small step at a time, and remember that it's okay to not have everything figured out right away.",Зміна звичок через нещодавні життєві зміни залишила мене відчуття переповненості.,"Змін завжди буває важко, навіть якщо вони позитивні. Давай разом знайдемо спосіб повернути відчуття балансу — можливо, варто почати з маленьких, але стабільних ритуалів?","Це цілком зрозуміло, що ви відчуваєте переповненість після змін у житті, бо це може бути дійсно перевантажуючим. Дайте собі час, щоб пристосуватися до нових обставин і спробуйте розбити великі зміни на менші, більш керовані кроки. Пам'ятайте, що нормально просити про допомогу, якщо вам це потрібно, і що ви не самі в цьому процесі.","Цілком зрозуміло, що ви відчуваєте перевантаження, коли життя змінюється. Це нормально — дозволити собі час на адаптацію. Пам'ятайте, що навіть маленькі кроки можуть мати велике значення у прийнятті цих змін."
TEN_048,Tension,"It’s been hard to adjust to living in a new city, and every day feels overwhelming.","That sounds really tough—adjusting to a new place can feel isolating and exhausting. Maybe try taking small steps, like exploring one new neighborhood or finding a cozy café to make it feel more familiar. You’re not alone in this; it’s okay to take it one day at a time. Would it help to talk about what’s feeling the hardest right now?","I can totally understand why you'd feel that way - adjusting to a new city can be really tough, especially when everything feels unfamiliar. It's normal to feel overwhelmed, but remember that it's okay to take things one step at a time and focus on getting settled and comfortable. What's been the hardest part for you so far, is it finding new places to explore or something else?","Moving to a new city is a huge adjustment, and it's completely normal to feel overwhelmed right now. Be kind to yourself as you navigate this transition; it takes time to build a new sense of home. Remember, even small steps forward are progress.","Важко пристосуватися до життя в новому місті, і щодня я відчуваю перевантаження.","Це абсолютно нормально відчувати таке, коли опиняєшся в новому місці — дай собі час і дозволь робити маленькі кроки, щоб звикнути. Спробуй знаходити щось приємне в повсякденності, навіть якщо це дрібниці — це допоможе почуватися більш комфортно.","Я розумію, як важко адаптуватися до нового місця та відчувати себе перегруженим. Це цілком нормально відчувати стрес та не впевненість, коли все навколо нове. Можливо, спробувати знайти тихі місця в місті, де ти міг би зарядитися енергією та почувати себе комфортно, допоможе тобі впоратися з цими почуттями. Як тобі здається, що саме зараз міг би допомогти тобі почувати себе краще?","Це цілком природно відчувати себе перевантаженим, коли звикаєш до нового міста. Дайте собі час, щоб адаптуватися, і пам'ятайте, що ви не самотні у своїх почуттях. Маленькі кроки щодня можуть допомогти вам почуватися комфортніше."
TEN_049,Tension,I’m juggling too many responsibilities at once and it’s stressing me out.,It sounds like you’re carrying a lot right now—try to take a moment to breathe and prioritize what truly needs your energy first. Breaking things into smaller steps can make it all feel a little more manageable.,"That sounds really overwhelming - it's like you're being pulled in too many directions at once. Can you take a step back and prioritize what needs to be done first, and see if there's anything that can be delegated or put on hold for now? Sometimes, breaking things down into smaller, manageable tasks can help make it feel less chaotic.","That sounds incredibly tough, and I'm really sorry you're going through that. It's completely understandable to feel stressed when you're stretched so thin. Remember, it's okay to ask for help or to prioritize what truly needs your immediate attention.","Балансую надто багато обов’язків одночасно, і це мене напружує.","Зрозуміло, коли на тебе давить стільки обов’язків, це справді може викликати стрес. Спробуй виділити найважливіші справи зараз, а решту — покласти на потім, коли буде більше ресурсів. Ти не один у цьому, і дозволити собі трохи «дихання» — це нормально. Якщо хочеш, можемо разом розкласти все по пунктах?","Мне дуже жаль, що ви відчуваєте таке напруження. Балансування багатьох обов'язків одночасно може бути дуже важким, але ви не самі в цьому. Як ви думаєте, які речі ви можете делегувати іншим чи тимчасово відкласти, щоб полегшити свій тягар? Можливо, варто зробити список усіх завдань і пріоритизувати їх, щоб почати з найбільш важливих.","Я розумію, що це може бути дуже важко. Відчуття перевантаження багатьма обов'язками одночасно може викликати сильний стрес. Важливо пам'ятати, що ви не самі в цьому, і є способи впоратися з цим."
TEN_050,Tension,My energy levels are so low that I can barely get through a normal day.,"It sounds like you're really struggling—I'm sorry you're feeling this way. Have you considered checking in with a doctor to rule out any underlying causes, like low iron or thyroid issues? Small steps, like staying hydrated and taking short walks, might also help gradually boost your energy. You're not alone in this, and it's okay to ask for support.","It sounds like you're really struggling to find the energy to get through your daily routine, and that can be really frustrating and overwhelming. Have you talked to a healthcare professional about how you're feeling, or considered making some small changes to your daily habits, like getting more rest or eating nutritious foods, to see if that helps boost your energy? Sometimes, just taking small steps can make a big difference. What's been going on that's making you feel so drained?","I'm so sorry to hear you're feeling this way. It sounds incredibly tough to deal with. Please know that it's okay to feel low sometimes, and you're not alone in experiencing this. 

Have you considered talking to a doctor or a therapist about what you're going through? They might be able to help you explore the reasons behind your low energy and find strategies to boost your well-being.","Рівень енергії настільки низький, що я ледь справляюся зі звичайним днем.","Це дуже важко, коли навіть прості речі даються з великими зусиллями. Можеш спробувати знайти хоч маленькі моменти для відпочинку сьогодні — навіть кілька хвилин можуть допомогти. Ти не один у цьому. 💙","Мені дуже жаль, що у тебе зараз низький рівень енергії. Це може бути дуже складним і виснажливим. Як ти звикай справлятися з такими днями, чи є щось, що тобі особливо допомагає підтримувати свій рівень енергії?","Мені дуже шкода чути, що ви почуваєтеся настільки виснаженими. Це дійсно важко, коли навіть повсякденні справи забирають усі сили. Пам'ятайте, що це нормально – відчувати себе так, і ви не самі у цьому. Будь ласка, дозвольте собі відпочити і не соромтеся звернутися за допомогою, якщо це необхідно."
TEN_051,Tension,I’m not sure how to prioritize everything that needs to be done every day.,"It’s okay to feel overwhelmed—start by listing your tasks and breaking them into “urgent,” “important,” and “can wait.” Focus on one thing at a time, and remember, it’s alright if not everything gets done today.","It can feel really overwhelming when you've got a long list of tasks to tackle. One thing that might help is to take a few minutes each morning to identify the top 3-5 things that really need to get done, and focus on those first. By prioritizing the most important tasks, you'll feel more in control and accomplished, even if you don't get everything done. Would you like some help brainstorming ways to prioritize your daily tasks?","That's a really common feeling, and it can definitely be overwhelming. Maybe try picking just one or two things each day that absolutely *have* to get done, and then anything else is a bonus. You've got this!","Я не знаю, як розставити пріоритети серед справ, які треба зробити кожного дня.","Спробуй спочатку виділити найважливіші завдання, які мають найбільший вплив на твоє життя чи роботу, і виконуй їх першими — це допоможе відчути контроль і полегшить решту дня.","Це цілком нормально відчувати себе таким чином! Розставляння пріоритетів може бути складним, особливо коли є багато завдань, які потрібно виконати. Почніть зі списку всіх справ, які вам потрібно зробити, а потім спробуйте впорядкувати їх за важливістю та терміном виконання - це може допомогти вам зосередитися на найважливіших завданнях спочатку.","Розумію, це може бути складно, коли на тебе звалюється багато справ. Спробуй щодня виділяти 1-3 найважливіші задачі, які обов'язково потрібно виконати. Це допоможе зосередитися і відчути себе більш продуктивно."
TEN_052,Tension,I’m constantly worried about having enough money for daily expenses.,"That sounds really stressful—financial uncertainty can weigh heavily on anyone. You’re not alone in feeling this way, and it’s okay to seek support, whether through budgeting help or talking to someone you trust. Small steps, like tracking expenses, can make a big difference in feeling more in control.","It can be really stressful and overwhelming to constantly worry about making ends meet. Would you like to explore some strategies for budgeting and managing your finances together, or is there something specific that's causing you the most concern right now?","That sounds incredibly stressful, and it's a feeling many people can relate to. It takes a lot of mental energy to constantly worry about finances. Have you considered exploring some budgeting tools or resources that might help you feel a bit more in control?","Я постійно хвилююся про те, чи вистачить грошей на щоденні витрати.","Це абсолютно зрозуміло — фінансова невизначеність може давати сильний стрес. Спробуй скласти бюджет і розподіляти витрати, це може дати відчуття контролю і спокою.","Я розумію, що фінансові проблеми можуть бути великим джерелом стресу. Можливо, варто спробувати створити бюджет і планувати свої витрати, щоб мати кращий контроль над своїми фінансами. Таким чином, ви зможете виділити необхідні кошти для щоденних витрат і уникнути зайвих витрат. Як вам це здається?","Розумію, це дійсно виснажливо постійно турбуватися про гроші. Важливо пам'ятати, що ви не самотні в цьому, і є способи покращити ситуацію. Можливо, варто спробувати скласти бюджет або пошукати додаткові джерела доходу, щоб зменшити цей тиск."
TEN_053,Tension,"With all the changes in life, I keep feeling disoriented and tense.",I hear you—change can really throw us off balance. It’s okay to feel this way; let’s take it one step at a time together. What’s one small thing that usually helps you feel more grounded?,"It sounds like you're feeling a bit lost and overwhelmed with all the changes happening around you. That's completely understandable, and it's normal to feel disoriented when your sense of routine and normalcy is disrupted. Would you like to talk more about what's been going on and see if we can break it down together to help you feel more grounded?","It sounds like you're going through a lot right now, and it's completely understandable to feel disoriented and tense when life throws so many changes your way. Please remember to be kind to yourself during this time. Taking things one step at a time can sometimes make a big difference.",З усіма змінами в житті я постійно відчуваю себе дезорієнтованим та напруженим.,"Зрозуміло, що зміни можуть бути справді виснажливими. Важливо дати собі час адаптуватися — це абсолютно нормально відчувати себе так у нових обставинах. Можеш спробувати дрібні ритуали, щоб відновити відчуття контролю, наприклад, ранкову каву чи вечірню прогулянку. Ти не один у цьому. 💙","Это звучит дуже важко. Зміни можуть бути справжнім викликом, і цілком зрозуміло, що ви відчуваєте дезорієнтацію та напруженість. Дозвольте собі зробити крок назад, вдихнути глибоко та спробуйте звернутися до того, що вас підтримує та надає вам сили. Чи є якийсь особливий аспект цих змін, який викликає у вас найбільше турботи?","Це абсолютно нормально відчувати себе дезорієнтованим і напруженим, коли життя підкидає стільки змін. Дозвольте собі відчувати ці емоції. Пам'ятайте, що ви не самотні в цьому."
TEN_054,Tension,I’ve lost my sense of routine recently and it’s causing me stress.,"It’s completely understandable to feel stressed when your routine is disrupted—it can feel like losing your anchor. Try starting small by setting one or two consistent daily goals, like a morning walk or a bedtime ritual, to gradually rebuild that sense of structure.","Losing a sense of routine can be really unsettling and affect our overall well-being. Let's take a deep breath and start small - what's one activity or habit that you used to enjoy or find comforting that you could try to incorporate back into your daily life? Sometimes, getting back to basics can help us regain a sense of structure and calm.","Losing your routine can definitely be unsettling and stressful. It's completely understandable to feel that way when your familiar structure is gone. Take a deep breath, and remember that even small steps can help you find your footing again.","Я втратив відчуття рутини останнім часом, і це викликає у мене стрес.","Звучить, що ти відчуваєш себе втраченим без звичного ритму. Можеш спробувати додати маленькі, але приємні ритуали в день — наприклад, ранкову каву з улюбленою піснею чи вечірню прогулянку. Іноді саме дрібниці допомагають відновити відчуття стабільності.  

Якщо хочеш, можемо разом знайти щось, що надихне тебе на нові звички?","Звучить як те, що ти зараз проходиш через досить складний період. Втрата звичної рутини може бути досить дезорієнтуючою, але спробуй розглядати це як можливість створити нові звички й знайт","Дуже шкода чути, що ви відчуваєте стрес через втрату рутини. Це абсолютно нормально, адже рутина дає відчуття стабільності та контролю, а її відсутність може вибивати з колії. Спробуйте почати з маленьких, щоденних кроків, щоб поступово відновити почуття порядку."
TEN_055,Tension,I feel like I’m constantly being pulled in different directions and can't cope with it.,"It sounds overwhelming, and I hear how stretched thin you feel. Would it help to take a step back and prioritize just one thing at a time? You don’t have to carry it all alone.","It sounds like you're feeling really overwhelmed and stretched thin, like you're being pulled in too many directions at once. That can be really exhausting and stressful. Can you tell me a bit more about what's going on and what's causing you to feel this way, maybe we can break it down together and find a way to simplify things?","It sounds like you're carrying a heavy load right now, and it's completely understandable to feel overwhelmed when pulled in so many directions. Please remember that it's okay to ask for help or to take a moment for yourself. Even small breaks can make a difference.","Відчуваю ніби мене постійно тягнуть в різні боки, і не можу з цим впоратися.","Я розумію, як це важливо — відчувати, що все виходить з-під контролю. Давай спробуємо разом знайти хоча б одну маленьку річ, на якій можна зосередитися зараз.","Це звучить дуже виснажливо. Можливо, тобі потрібно зробити крок назад, вдихнути глибоко і розглянути, чим саме тебе тягнуть у різних напрямках, і чи можна будь-яким чином пріоритизувати або делегувати ці завдання, щоб полегшити тягар. Чи є щось конкретне, про що ти хочеш поговорити і поділитися, щоб розділити цей тягар?","Мені дуже шкода чути, що ви почуваєтеся розгублено. Це дійсно важко, коли здається, що всі навколо чогось від вас хочуть. Пам'ятайте, що ваші почуття важливі, і ви маєте право на те, щоб виділити час для себе."
TEN_056,Tension,Dealing with bureaucratic stuff has been so stressful lately.,"I hear you—paperwork and red tape can feel absolutely draining. Would it help to tackle one small piece at a time, or do you just need to vent for a moment?","I can totally understand why - dealing with red tape and paperwork can be overwhelming and frustrating. It sounds like you're feeling a bit drained from all the hassle, and that's completely normal. Would you like to talk about what's specifically been going on and see if we can break it down together?","Oh, I totally get it. Bureaucracy can be incredibly frustrating and draining. Please remember to take breaks and be kind to yourself during this process. You're doing great just by tackling it.",Переживати бюрократичні моменти стало дуже стресово останнім часом.,"Зрозуміло, що бюрократія може виводити з рівноваги. Важливо знаходити маленькі перемоги в цьому процесі та дозволяти собі передихати. Може, варто спробувати розбивати складні завдання на дрібні кроки? Ти не один у цьому. 💙","Розумію, що бюрократичні процедури можуть бути дуже виснажливими та стресовими. Чи не хотіли б ви поговорити про те, що саме вас турбує в цьому процесі? Можливо, разом ми знайдемо спосіб зробити ці моменти менш стресовими для вас.","Ох, я тебе розумію. Бюрократія може бути виснажливою і дуже стресовою. Тримайся, це тимчасові труднощі, і ти обов'язково з ними впораєшся."
TEN_057,Tension,Managing my budget is such a headache right now. My expenses keep rising.,"I hear you—budgeting can feel overwhelming, especially when costs seem to spiral. Maybe start by tracking small, consistent changes to pinpoint where adjustments can ease the pressure.","I totally get it, it can be really overwhelming when expenses start to pile up. Maybe we can break it down together and see where you can make some adjustments to get back on track - would you like some help with that? Sometimes, just having a clear picture of your spending can make a big difference.","I hear you. It sounds like you're feeling the pressure of rising costs, and that's a really common and valid struggle. We can definitely explore some strategies to help you gain more control and ease some of that financial stress.",Управляти бюджетом зараз суцільний головний біль. Витрати постійно зростають.,"Так, керувати бюджетом зараз – справжнє випробування. Спробуй проаналізувати основні витрати та визначити, де можна трохи затягнути пояс – іноді дрібні щоденні покупки ""їдять"" найбільше. Може, скласти простий бюджет у додатку чи таблиці, щоб було наочніше?","Я зрозуміло, що це може бути дуже стресовим. Постійне зростання витрат може бути дуже складним для управління бюджетом, особливо коли здається, що ціни на все зростають. Чи є певні галузі, де ви відчуваєте найбільший тиск чи надмірні витрати, про які ми могли б поговорити?","Я розумію, що це може бути дуже стресово. Зростання витрат, коли здається, що бюджет не встигає, — це справді важко. Але ви не одні в цій ситуації, і є способи, щоб з цим впоратися."
TEN_058,Tension,Every day feels like a battle just to keep up with the basic tasks I need to complete.,"It sounds exhausting to feel like you're constantly fighting just to stay afloat. Remember, even small steps forward count—be gentle with yourself. Would it help to break things down into smaller, more manageable pieces? You're not alone in this.","It sounds like you're feeling really overwhelmed and exhausted, like the weight of daily responsibilities is just too much to bear. That can be a really tough and draining place to be. Would you like to talk about what's feeling particularly challenging for you right now, and see if we can break things down into smaller, more manageable pieces?","I'm so sorry to hear you're feeling this way. It sounds incredibly exhausting and overwhelming to constantly be fighting just to get through the day. Please know you're not alone in feeling like this, and it's okay to struggle.","Кожен день це ніби боротьба, щоб впоратися з базовими завданнями.","Я розумію, як це важко, коли навіть прості речі потребують стільки зусиль. Ти не один у цьому — давай разом знайдемо спосіб полегшити тобі цей процес.","Мені дуже шкода цього чути. Боротьба з повсякденними завданнями може бути дуже виснажливою. Чи є щось конкретне, що зараз заважає вам впоратися з цими завданнями, або чи є певні речі, які можуть допомогти полегшити ваше життя?","Мені дуже шкода чути, що ви так почуваєтеся. Це, мабуть, дуже виснажливо, коли кожен день здається боротьбою. Пам'ятайте, що ви не самотні у своїх почуттях, і існують способи полегшити цей тягар."
